id,name,name_reverse,class,label,subject_class,object_class,new_class
2972,pathologische Anatomie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> pathologische Anatomie,person,institution,PositionAn
2973,Pflanzenzüchtung,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Pflanzenzüchtung,person,institution,PositionAn
2974,Pharmakologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Pharmakologie,person,institution,PositionAn
2975,Pharmakologie und Toxikologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Pharmakologie und Toxikologie,person,institution,PositionAn
2976,Philosophie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Philosophie,person,institution,PositionAn
2977,"Philosophie, insbesondere für Geschichte und Theorie der induktiven Wissenschaft",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> Philosophie, insbesondere für Geschichte und Theorie der induktiven Wissenschaft",person,institution,PositionAn
2978,Physik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Physik,person,institution,PositionAn
2979,Physik der Erde,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Physik der Erde,person,institution,PositionAn
2980,physikalische Chemie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> physikalische Chemie,person,institution,PositionAn
2981,physikalische Geographie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> physikalische Geographie,person,institution,PositionAn
2982,Physiologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Physiologie,person,institution,PositionAn
2983,Physiologie und Balneologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Physiologie und Balneologie,person,institution,PositionAn
2984,Physiologie und höhere Anatomie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Physiologie und höhere Anatomie,person,institution,PositionAn
2985,politische Ökonomie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> politische Ökonomie,person,institution,PositionAn
2986,"politische Ökonomie (Volkswirtschaftslehre, Volkswirtschaftspolitik, Finanzwissenschaft)",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> politische Ökonomie (Volkswirtschaftslehre, Volkswirtschaftspolitik, Finanzwissenschaft)",person,institution,PositionAn
2987,"politische Wissenschaften und österreichische politische Gesetzeskunde, Staatswissenschaft",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> politische Wissenschaften und österreichische politische Gesetzeskunde, Staatswissenschaft",person,institution,PositionAn
2988,"Prähistorie, Kunstgeschichte und Völkerkunde Asiens",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> Prähistorie, Kunstgeschichte und Völkerkunde Asiens",person,institution,PositionAn
2989,praktische Astronomie und Astrophysik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> praktische Astronomie und Astrophysik,person,institution,PositionAn
2990,praktische Chirurgie und Klinik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> praktische Chirurgie und Klinik,person,institution,PositionAn
2991,praktische Geometrie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> praktische Geometrie,person,institution,PositionAn
2992,Privatrecht und Rechtvergleichung,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Privatrecht und Rechtvergleichung,person,institution,PositionAn
2993,Psychologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Psychologie,person,institution,PositionAn
2994,Rechte und germanische Rechtsgeschichte,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Rechte und germanische Rechtsgeschichte,person,institution,PositionAn
2995,Rechts- und Staatswissenschaften,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Rechts- und Staatswissenschaften,person,institution,PositionAn
2996,"Rechts- und Staatswissenschaften, Strafrecht und Strafprozess",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> Rechts- und Staatswissenschaften, Strafrecht und Strafprozess",person,institution,PositionAn
2997,Rechtswissenschaft,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Rechtswissenschaft,person,institution,PositionAn
2998,romanische Philologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> romanische Philologie,person,institution,PositionAn
2999,romanische Sprachen und Literatur,,person institution relation,hat Position inne >> Priv.-Doz. >> >> romanische Sprachen und Literatur,person,institution,PositionAn
3000,römische Altertumskunde,,person institution relation,hat Position inne >> Priv.-Doz. >> >> römische Altertumskunde,person,institution,PositionAn
3001,römische Altertumswissenschaft und Epigraphik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> römische Altertumswissenschaft und Epigraphik,person,institution,PositionAn
3002,römisches Recht,,person institution relation,hat Position inne >> Priv.-Doz. >> >> römisches Recht,person,institution,PositionAn
3003,römisches Recht und antike Rechtsgeschichte,,person institution relation,hat Position inne >> Priv.-Doz. >> >> römisches Recht und antike Rechtsgeschichte,person,institution,PositionAn
3004,römisches Recht und deutsches bürgerliches Recht,,person institution relation,hat Position inne >> Priv.-Doz. >> >> römisches Recht und deutsches bürgerliches Recht,person,institution,PositionAn
3005,"römisches Recht, antike Rechtsgeschichte und Papyrologie",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> römisches Recht, antike Rechtsgeschichte und Papyrologie",person,institution,PositionAn
3006,"römisches Recht, antike Rechtsgeschichte, bürgerliches und Wirtschaftsrecht",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> römisches Recht, antike Rechtsgeschichte, bürgerliches und Wirtschaftsrecht",person,institution,PositionAn
3007,römisches und bürgerliches Recht,,person institution relation,hat Position inne >> Priv.-Doz. >> >> römisches und bürgerliches Recht,person,institution,PositionAn
3008,"römisches und bürgerliches Recht, antike Rechtsgeschichte und Papyrologie",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> römisches und bürgerliches Recht, antike Rechtsgeschichte und Papyrologie",person,institution,PositionAn
3009,römisches und kanonisches Recht,,person institution relation,hat Position inne >> Priv.-Doz. >> >> römisches und kanonisches Recht,person,institution,PositionAn
3010,Sanskrit,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Sanskrit,person,institution,PositionAn
3011,Sanskrit und vergleichende Sprachwissenschaft,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Sanskrit und vergleichende Sprachwissenschaft,person,institution,PositionAn
3012,semitische Philologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> semitische Philologie,person,institution,PositionAn
3013,semitische Sprachen,,person institution relation,hat Position inne >> Priv.-Doz. >> >> semitische Sprachen,person,institution,PositionAn
3014,"semitische Sprachwissenschaft, Literaturgeschichte und Volkskunde",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> semitische Sprachwissenschaft, Literaturgeschichte und Volkskunde",person,institution,PositionAn
3015,Semitistik und Kulturgeschichte des Vorderen Orients,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Semitistik und Kulturgeschichte des Vorderen Orients,person,institution,PositionAn
3016,slawische Geschichte und Altertumskunde,,person institution relation,hat Position inne >> Priv.-Doz. >> >> slawische Geschichte und Altertumskunde,person,institution,PositionAn
3017,slawische Philologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> slawische Philologie,person,institution,PositionAn
3018,slawische Philologie und Altertumskunde,,person institution relation,hat Position inne >> Priv.-Doz. >> >> slawische Philologie und Altertumskunde,person,institution,PositionAn
3019,slawische Philologie und Literatur,,person institution relation,hat Position inne >> Priv.-Doz. >> >> slawische Philologie und Literatur,person,institution,PositionAn
3020,Sprache und Literatur,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Sprache und Literatur,person,institution,PositionAn
3021,Staats- und Verwaltungsrecht,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Staats- und Verwaltungsrecht,person,institution,PositionAn
3022,"Staatslehre und österreichisches Verfassungsrecht, Verwaltungsrecht und österreichisches Verwaltungsrecht",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> Staatslehre und österreichisches Verfassungsrecht, Verwaltungsrecht und österreichisches Verwaltungsrecht",person,institution,PositionAn
3023,Staatsrecht,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Staatsrecht,person,institution,PositionAn
3024,Staatsrecht und Verwaltungsrecht,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Staatsrecht und Verwaltungsrecht,person,institution,PositionAn
3025,Staatswissenschaften,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Staatswissenschaften,person,institution,PositionAn
3026,Statistik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Statistik,person,institution,PositionAn
3027,Statistik und österreichische Finanzgesetzkunde,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Statistik und österreichische Finanzgesetzkunde,person,institution,PositionAn
3028,Strafrecht und Strafprozess,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Strafrecht und Strafprozess,person,institution,PositionAn
3029,"Strafrecht, Strafprozessrecht und der Rechtsphilosophie",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> Strafrecht, Strafprozessrecht und der Rechtsphilosophie",person,institution,PositionAn
3030,"Straßen-, Eisenbahn- und Tunnelbau",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> Straßen-, Eisenbahn- und Tunnelbau",person,institution,PositionAn
3031,systematische Botanik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> systematische Botanik,person,institution,PositionAn
3032,technische Kernphysik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> technische Kernphysik,person,institution,PositionAn
3033,technische Mechanik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> technische Mechanik,person,institution,PositionAn
3034,Theaterwissenschaft,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Theaterwissenschaft,person,institution,PositionAn
3035,theoretische Astronomie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> theoretische Astronomie,person,institution,PositionAn
3036,theoretische Physik,,person institution relation,hat Position inne >> Priv.-Doz. >> >> theoretische Physik,person,institution,PositionAn
3037,Tierzucht und Vererbungslehre,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Tierzucht und Vererbungslehre,person,institution,PositionAn
3038,Urgeschichte,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Urgeschichte,person,institution,PositionAn
3039,Verbrennungskraftmaschinen,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Verbrennungskraftmaschinen,person,institution,PositionAn
3040,vergleichende Sprachenkunde,,person institution relation,hat Position inne >> Priv.-Doz. >> >> vergleichende Sprachenkunde,person,institution,PositionAn
3041,vergleichende Sprachwissenschaft,,person institution relation,hat Position inne >> Priv.-Doz. >> >> vergleichende Sprachwissenschaft,person,institution,PositionAn
3042,Völkerkunde,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Völkerkunde,person,institution,PositionAn
3043,Völkerrecht und Rechtsphilosophie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Völkerrecht und Rechtsphilosophie,person,institution,PositionAn
3044,"Völkerrecht, Rechtsphilosophie und internationales Privatrecht",,person institution relation,"hat Position inne >> Priv.-Doz. >> >> Völkerrecht, Rechtsphilosophie und internationales Privatrecht",person,institution,PositionAn
3045,Volkskunde,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Volkskunde,person,institution,PositionAn
3046,Wasserbau,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Wasserbau,person,institution,PositionAn
3047,zivilgerichtliche Verfahren und allgemeine Verfahrenslehre,,person institution relation,hat Position inne >> Priv.-Doz. >> >> zivilgerichtliche Verfahren und allgemeine Verfahrenslehre,person,institution,PositionAn
3048,Zoologie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Zoologie,person,institution,PositionAn
3049,Zoologie und vergleichende Anatomie,,person institution relation,hat Position inne >> Priv.-Doz. >> >> Zoologie und vergleichende Anatomie,person,institution,PositionAn
3060,Minister(in),Minister(in) [REVERSE],person institution relation,hat Position inne >> Minister(in),person,institution,PositionAn
3071,Präfekt(in),Präfekt(in) [REVERSE],person institution relation,hat Position inne >> Präfekt(in),person,institution,PositionAn
3077,stv. Direktor(in),stv. Direktor(in) [REVERSE],person institution relation,hat Position inne >> stv. Direktor(in),person,institution,PositionAn
3084,außerordentlicher Gesandter und bevollmächtigter Minister am,,person institution relation,hat Position inne >> außerordentlicher Gesandter und bevollmächtigter Minister am,person,institution,PositionAn
3086,k.k. Reichshistoriograph(in),k.k. Reichshistoriograph(in) [REVERSE],person institution relation,hat Position inne >> k.k. Reichshistoriograph(in),person,institution,PositionAn
3087,Abgeordnete(r),,person institution relation,hat Position inne >> Abgeordnete(r),person,institution,PositionAn
3089,Astronom(in),Astronom(in) [REVERSE],person institution relation,hat Position inne >> Astronom(in),person,institution,PositionAn
3095,Erste(r) Astronom(in),hat Ersten Astronomen und Direktor,person institution relation,hat Position inne >> Erste(r) Astronom(in),person,institution,PositionAn
